datum;uitspoeling;afstroming;verhouding
2003-09-21;575.658333308797;0;100
2003-09-22;570.015870119995;0;100
2003-09-23;2723.39415651255;0;100
2003-09-24;2679.89778511887;0;100
2003-09-25;1912.04976109898;0;100
2003-09-26;1324.35613570215;0;100
2003-09-27;1177.91502147295;0;100
2003-09-28;983.907124031716;0;100
2003-09-29;2639.77615207873;0;100
2003-09-30;2215.42027091312;0;100
2003-10-01;1655.43764605113;0;100
2003-10-02;1321.67890621173;0;100
2003-10-03;1191.33708031294;0;100
2003-10-04;1089.65620269393;0;100
2003-10-05;3082.47787687793;0;100
2003-10-06;3209.24461334163;0;100
2003-10-07;5372.03628179593;0;100
2003-10-08;9646.13662731786;0;100
2003-10-09;9614.74603405911;0;100
2003-10-10;7993.48999694362;0;100
2003-10-11;6383.48917797845;0;100
2003-10-12;5275.63494779757;0;100
2003-10-13;4331.36982072467;0;100
2003-10-14;3605.24627755503;0;100
2003-10-15;3029.96044975116;0;100
2003-10-16;2482.88162436376;0;100
2003-10-17;2079.48761245382;0;100
2003-10-18;1823.91888610385;0;100
2003-10-19;1612.05725361921;0;100
2003-10-20;1453.11071224569;0;100
2003-10-21;1358.26691432627;0;100
2003-10-22;1343.82596491752;0;100
2003-10-23;1266.69872146132;0;100
2003-10-24;1253.366263829;0;100
2003-10-25;1372.44940799442;0;100
2003-10-26;2808.26272999816;0;100
2003-10-27;2406.42948742458;0;100
2003-10-28;2059.45368824642;0;100
2003-10-29;1756.74992286089;0;100
2003-10-30;1694.85916278228;0;100
2003-10-31;3303.72909223475;0;100
2003-11-01;3133.90900484511;0;100
2003-11-02;2837.47415149234;0;100
2003-11-03;4988.55227766851;857.386571378532;98
2003-11-04;5366.33698620748;0;100
2003-11-05;4364.6631728385;0;100
2003-11-06;3555.54586288725;0;100
2003-11-07;3039.8672306757;0;100
2003-11-08;2616.20039504321;0;100
2003-11-09;2317.23066911637;0;100
2003-11-10;2069.27649944554;0;100
2003-11-11;1935.73810744645;0;100
2003-11-12;1875.29463250818;0;100
2003-11-13;1961.88891678018;0;100
2003-11-14;1845.03774726912;0;100
2003-11-15;1871.0720236368;0;100
2003-11-16;2260.34616888786;1053.37557788708;97.8461538461538
2003-11-17;3547.59529985429;879.892625223284;96.7073170731707
2003-11-18;3773.83412810039;0;100
2003-11-19;3292.73055225558;0;100
2003-11-20;2855.73973699225;0;100
2003-11-21;2738.80985834226;1025.44803374091;96.3
2003-11-22;3602.50888157615;1136.96093791325;96.2682926829268
2003-11-23;3938.14049752515;4845.25452768638;93.6829268292683
2003-11-24;8743.25988167056;51.7150168242855;99.1395348837209
2003-11-25;7759.24366719924;0;100
2003-11-26;6538.66466628206;404.949726506039;95.1190476190476
2003-11-27;6292.49517913523;1.26112312551257;99.5952380952381
2003-11-28;5450.86873147148;0;100
2003-11-29;4804.49316159998;214.762678668927;95.8780487804878
2003-11-30;4713.39592736723;2542.84894947575;88.8333333333333
2003-12-01;5962.25033164266;1.23179468073321;99.6046511627907
2003-12-02;5266.59920474454;0;100
2003-12-03;4533.52588179704;0;100
2003-12-04;4213.59015580251;0;100
2003-12-05;3811.42557572422;9.07188417230237;98.5365853658537
2003-12-06;3619.94613489535;0;100
2003-12-07;3365.92194452186;0;100
2003-12-08;3051.28775370098;0;100
2003-12-09;2789.22797276163;0;100
2003-12-10;2567.43513928212;0;100
2003-12-11;2425.79038721605;67.0317772467879;96.6
2003-12-12;3461.25348616071;4317.80210567747;87.1
2003-12-13;5947.93954062957;4582.47086375627;82.8139534883721
2003-12-14;8425.1931454488;2089.87573351192;86.7954545454545
2003-12-15;8307.9393504143;393.863000136199;93.6363636363636
2003-12-16;7364.12764513358;0;100
2003-12-17;6261.56391320977;0;100
2003-12-18;5339.15437466189;0;100
2003-12-19;4772.40134302611;0;100
2003-12-20;4273.44769329922;3519.48959814641;84.0697674418605
2003-12-21;6773.39306326851;1687.65894273907;86.9545454545455
2003-12-22;6887.68454183826;2393.23740538619;87.9545454545455
2003-12-23;6714.75663045733;2328.03646759274;85.9318181818182
2003-12-24;6919.01485773007;53.1434210640223;98.1818181818182
2003-12-25;6055.50468159775;0;100
2003-12-26;5310.13911678885;7.73231442284305;98.7045454545455
2003-12-27;4809.34973291538;18057.2096259586;75.9090909090909
2003-12-28;10803.8767748956;2964.87614225037;82.0454545454545
2003-12-29;10707.4682768981;2.9768072281943;99.2954545454545
2003-12-30;8829.64922561496;0;100
2003-12-31;7570.00266482254;0;100
2004-01-01;6590.64551228205;550.631328585369;94.4772727272727
2004-01-02;6693.72064399245;0;100
2004-01-03;5860.69102225119;78.9090267088551;96.6136363636364
2004-01-04;5841.40486377856;4.74981510930824;99.0681818181818
2004-01-05;5447.5744643459;270.504789170089;96.046511627907
2004-01-06;5186.46551702189;1021.08023695647;92.3636363636364
2004-01-07;5422.48281075865;6.52282299042236;98.8409090909091
2004-01-08;4928.63817050081;1858.22967203457;87.7727272727273
2004-01-09;5716.7902911333;3435.60608159355;81.3181818181818
2004-01-10;6506.09783752574;1820.6099817612;87.6363636363636
2004-01-11;6470.12914180893;4090.78483765789;77.7045454545455
2004-01-12;7387.42229056612;5820.89782717308;74.4090909090909
2004-01-13;8234.08524627722;80.7150957702963;97.3409090909091
2004-01-14;7391.27305495137;10426.6154828051;71.5681818181818
2004-01-15;9385.16709388987;6901.86697131735;73.6136363636364
2004-01-16;9864.89236266091;5908.03958170139;75.0227272727273
2004-01-17;10359.6046701977;3869.68634356824;78.7954545454545
2004-01-18;9888.75400949752;13794.5602362393;68.0681818181818
2004-01-19;11222.6662068107;24827.2002398421;63.0227272727273
2004-01-20;14457.2766305762;266.446810629717;99.2727272727273
2004-01-21;11944.1601495605;0;100
2004-01-22;10069.7872348488;0;100
2004-01-23;8782.77850272888;19.1728501009756;98.0909090909091
2004-01-24;8113.29047451431;28.9026489399249;97.8181818181818
2004-01-25;7511.8740468667;0;100
2004-01-26;6826.60711804827;0;100
2004-01-27;6158.00699812106;235.046595553585;96.0930232558139
2004-01-28;5996.83742751502;3513.35418427599;89.25
2004-01-29;6747.98212885274;3449.18710126953;84.2272727272727
2004-01-30;7406.90382389946;74.6885691269589;99.2954545454545
2004-01-31;6645.50049916009;30786.2566859049;61.4772727272727
2004-02-01;12105.8786243003;2819.50503286221;79.75
2004-02-02;11200.999778938;9572.75401686587;69.0681818181818
2004-02-03;11463.2983973569;247.409953890553;95.7045454545455
2004-02-04;10061.7238394673;887.90943501967;90.6363636363636
2004-02-05;9171.57936609386;1918.07686119325;84.7727272727273
2004-02-06;8884.1143261511;6545.53425535249;73
2004-02-07;9466.56738554002;9636.78949940029;69.6136363636364
2004-02-08;10338.2102577502;6473.94543826384;72
2004-02-09;10356.0347760056;81.2715270142246;97.1363636363636
2004-02-10;9109.5953553989;12706.5704681914;66.75
2004-02-11;10738.490288115;1.20379934708018;99.6136363636364
2004-02-12;9256.52771588626;0;100
2004-02-13;8017.52199590422;0;100
2004-02-14;7036.62475026315;0;100
2004-02-15;6413.41582174252;0;100
2004-02-16;5787.90495652901;0;100
2004-02-17;5190.05500293648;0;100
2004-02-18;4722.83472047139;0;100
2004-02-19;4544.35674855571;0;100
2004-02-20;4054.65143273606;0;100
2004-02-21;3579.62764610962;0;100
2004-02-22;3343.58753174382;0;100
2004-02-23;3200.23715589348;0;100
2004-02-24;3128.94513555735;1069.12888167833;93.0232558139535
2004-02-25;5092.80991282576;2900.53365064999;88.9545454545455
2004-02-26;6483.22515833277;247.478220517711;96.75
2004-02-27;5766.48611004401;0;100
2004-02-28;4965.21588396881;0;100
2004-02-29;4345.91009206114;0;100
2004-03-01;3818.57686642826;0;100
2004-03-02;3291.00279814884;0;100
2004-03-03;3031.49078744905;0;100
2004-03-04;2683.35928538106;0;100
2004-03-05;2475.78504123022;0;100
2004-03-06;3147.05615121138;0;100
2004-03-07;2938.76673392022;0;100
2004-03-08;2650.90745647513;0;100
2004-03-09;2393.28885750884;0;100
2004-03-10;2178.0644820254;0;100
2004-03-11;2183.66388443699;0;100
2004-03-12;2037.84122282943;0;100
2004-03-13;2083.9853195306;0;100
2004-03-14;2093.36522654692;0;100
2004-03-15;1971.75206102977;0;100
2004-03-16;1810.92880812947;0;100
2004-03-17;1720.3848225514;0;100
2004-03-18;1564.7737806007;0;100
2004-03-19;2159.70468228356;2571.46560863307;91.7
2004-03-20;5694.17194849131;503.639574690266;95.0232558139535
2004-03-21;5470.95530534905;3039.04562288869;90.1860465116279
2004-03-22;6442.63035737466;0;100
2004-03-23;5326.94962188307;435.978258759489;94.6511627906977
2004-03-24;6181.27363355666;0;100
2004-03-25;5309.54504008235;0;100
2004-03-26;4344.50516732889;0;100
2004-03-27;3733.28421773716;0;100
2004-03-28;3067.7021612766;0;100
2004-03-29;2546.89408622161;0;100
2004-03-30;2275.07577158623;0;100
2004-03-31;1891.13895128612;0;100
2004-04-01;1655.06560276294;0;100
2004-04-02;1519.73978205075;0;100
2004-04-03;1549.17572718901;0;100
2004-04-04;1979.99064502967;0;100
2004-04-05;2058.8660623073;0;100
2004-04-06;2827.08106447226;0;100
2004-04-07;3123.86105124897;0;100
2004-04-08;3195.30887154754;0;100
2004-04-09;2954.64716720728;0;100
2004-04-10;2607.79678569418;0;100
2004-04-11;2446.3464829322;0;100
2004-04-12;2150.79710091723;0;100
2004-04-13;1899.36044842147;0;100
2004-04-14;1664.38244368003;0;100
2004-04-15;1420.10304168462;0;100
2004-04-16;1307.11263842761;0;100
2004-04-17;1197.02430308663;0;100
2004-04-18;1107.34087571092;0;100
2004-04-19;1124.48171971365;0;100
2004-04-20;1195.52303760687;0;100
2004-04-21;1078.39550602237;0;100
2004-04-22;1072.92874517393;0;100
2004-04-23;998.954936824083;0;100
2004-04-24;942.812105127499;0;100
2004-04-25;975.855109524027;0;100
2004-04-26;932.154220800623;0;100
2004-04-27;885.721285654103;0;100
2004-04-28;844.675894305769;0;100
2004-04-29;969.972734134712;0;100
2004-04-30;972.909241445459;0;100
2004-05-01;860.552876403143;0;100
2004-05-02;820.096951718188;0;100
2004-05-03;806.439466311546;0;100
2004-05-04;770.318133288968;0;100
2004-05-05;798.59193392191;0;100
2004-05-06;763.74090246501;0;100
2004-05-07;758.35402596889;0;100
2004-05-08;2099.47824392744;0;100
2004-05-09;1643.81363349631;0;100
2004-05-10;1129.68332050759;0;100
2004-05-11;959.789758694401;0;100
2004-05-12;826.78351619182;0;100
2004-05-13;789.188934368302;0;100
2004-05-14;788.348931788495;0;100
2004-05-15;736.697616903653;0;100
2004-05-16;697.10717733511;0;100
2004-05-17;673.166117572304;0;100
2004-05-18;639.953344435393;0;100
2004-05-19;609.900542289257;0;100
2004-05-20;584.482987062241;0;100
2004-05-21;570.473993874826;0;100
2004-05-22;565.288839924983;0;100
2004-05-23;565.604509835767;0;100
2004-05-24;567.322028024439;0;100
2004-05-25;554.402677495927;0;100
2004-05-26;552.678907080749;0;100
2004-05-27;550.675795568781;0;100
2004-05-28;552.778959793779;0;100
2004-05-29;547.105003479948;0;100
2004-05-30;545.168828759918;0;100
2004-05-31;629.6721101242;0;100
2004-06-01;585.021038229396;0;100
2004-06-02;571.639634246623;0;100
2004-06-03;846.34495928336;0;100
2004-06-04;1297.67808468102;0;100
2004-06-05;1054.17733095095;0;100
2004-06-06;839.171174708877;0;100
2004-06-07;661.371553547095;0;100
2004-06-08;588.183729605792;0;100
2004-06-09;569.660640836356;0;100
2004-06-10;558.069826780539;0;100
2004-06-11;554.56167134777;0;100
2004-06-12;551.643927699662;0;100
2004-06-13;556.291016910537;0;100
2004-06-14;549.552524199351;0;100
2004-06-15;541.558458419825;0;100
2004-06-16;541.289085855964;0;100
2004-06-17;541.076943844223;0;100
2004-06-18;541.024350009971;0;100
2004-06-19;542.92080131241;0;100
2004-06-20;556.042835312501;0;100
2004-06-21;615.651262262554;0;100
2004-06-22;571.112963803448;0;100
2004-06-23;992.170696058915;0;100
2004-06-24;5400.62819087826;0;100
2004-06-25;4695.54456170587;0;100
2004-06-26;3591.30458170549;0;100
2004-06-27;2926.51945580391;0;100
2004-06-28;2036.14342541052;0;100
2004-06-29;1117.20514590089;0;100
2004-06-30;850.688694135328;0;100
2004-07-01;782.506011367957;0;100
2004-07-02;725.78723334944;0;100
2004-07-03;5515.34819248174;0;100
2004-07-04;4545.14413823362;0;100
2004-07-05;3587.05249827557;0;100
2004-07-06;2169.01783849816;0;100
2004-07-07;1110.4946750316;0;100
2004-07-08;1340.3288419239;0;100
2004-07-09;5720.45427998079;0;100
2004-07-10;5584.99839402625;0;100
2004-07-11;4401.62177164339;0;100
2004-07-12;5173.66017165413;0;100
2004-07-13;4141.30162997991;0;100
2004-07-14;2940.41157011392;0;100
2004-07-15;3292.31515442501;0;100
2004-07-16;2709.00683405827;0;100
2004-07-17;2440.96878478992;0;100
2004-07-18;6153.94919797773;0;100
2004-07-19;5612.78204077372;0;100
2004-07-20;4188.08123324062;0;100
2004-07-21;4339.7347042855;0;100
2004-07-22;4607.62209166449;0;100
2004-07-23;3543.13346551907;0;100
2004-07-24;2627.97309409286;0;100
2004-07-25;1729.41780933768;0;100
2004-07-26;2322.81147036267;0;100
2004-07-27;1607.52334344769;0;100
2004-07-28;1226.61743150144;0;100
2004-07-29;1026.36039531016;0;100
2004-07-30;932.291103424004;0;100
2004-07-31;849.428336643749;0;100
2004-08-01;801.297709167775;0;100
2004-08-02;756.241477095991;0;100
2004-08-03;707.82407957872;0;100
2004-08-04;670.361191547942;0;100
2004-08-05;638.017604111688;0;100
2004-08-06;641.926849926464;0;100
2004-08-07;619.942154143082;0;100
2004-08-08;604.156956402948;0;100
2004-08-09;578.791900679263;0;100
2004-08-10;555.984639782324;0;100
2004-08-11;895.624963994015;0;100
2004-08-12;631.589432464629;0;100
2004-08-13;2775.86519467732;0;100
2004-08-14;5785.68096773635;0;100
2004-08-15;4203.92645038129;0;100
2004-08-16;6848.22825387805;0;100
2004-08-17;5345.14524653945;0;100
2004-08-18;3718.557284103;0;100
2004-08-19;2678.83868722779;0;100
2004-08-20;4213.93295882437;0;100
2004-08-21;5704.40724037262;0;100
2004-08-22;4471.38590799352;0;100
2004-08-23;3523.52667416854;0;100
2004-08-24;3341.27479747677;9014.64509594264;79.2790697674419
2004-08-25;13564.8817937726;5751.01838412153;80.8181818181818
2004-08-26;13968.3693854945;313.416400602753;97.8181818181818
2004-08-27;11360.3403921626;4550.55107950394;81.9090909090909
2004-08-28;11500.8490699256;0;100
2004-08-29;8905.07308588562;836.98948533325;94.8181818181818
2004-08-30;9263.76637247046;13584.5181875289;72.5454545454545
2004-08-31;11477.3110594325;0;100
2004-09-01;9682.95477804602;0;100
2004-09-02;7515.67437078392;0;100
2004-09-03;6076.2248318154;0;100
2004-09-04;4932.6247398675;0;100
2004-09-05;3955.23712513168;0;100
2004-09-06;3234.24736270793;0;100
2004-09-07;2621.87313698887;0;100
2004-09-08;2230.55759529552;0;100
2004-09-09;1980.29371635745;0;100
2004-09-10;1764.1751201384;0;100
2004-09-11;1577.94324930044;0;100
2004-09-12;1506.97535240429;0;100
2004-09-13;1424.83919154506;0;100
2004-09-14;1477.10365996641;0;100
2004-09-15;4374.48615949522;0;100
2004-09-16;4289.66596026968;0;100
2004-09-17;3466.38324348183;0;100
2004-09-18;2934.75015292421;0;100
2004-09-19;2673.2946172899;0;100
2004-09-20;2080.1529519329;0;100
2004-09-21;2786.03419206712;0;100
2004-09-22;4798.18815247906;4085.47239196905;86.5227272727273
2004-09-23;9294.81428621385;4477.07322498358;84.5681818181818
2004-09-24;9564.50708860809;2305.51994769355;84.6136363636364
2004-09-25;8978.75429971707;938.849506438746;90.3636363636364
2004-09-26;8042.33180965955;1.20379934708018;99.6136363636364
2004-09-27;6936.41421876915;0;100
2004-09-28;5775.18782366392;1786.37992080956;86.2325581395349
2004-09-29;6575.8572069864;0;100
2004-09-30;5550.87973240931;5404.65624984291;79.3636363636364
2004-10-01;8334.77755422426;0;100
2004-10-02;6958.11138528628;560.655942055393;95.25
2004-10-03;6573.77405418372;0;100
2004-10-04;5653.22554350067;643.489085691514;92.6511627906977
2004-10-05;5805.89662028539;0;100
2004-10-06;5043.19802771937;0;100
2004-10-07;4444.97942865848;0;100
2004-10-08;3992.43095387522;0;100
2004-10-09;3489.02522174172;0;100
2004-10-10;2932.91461064643;0;100
2004-10-11;2608.00745588825;0;100
2004-10-12;2293.27010425113;0;100
2004-10-13;2159.89319693372;0;100
2004-10-14;2048.42389976045;0;100
2004-10-15;1996.94363746559;0;100
2004-10-16;2818.14396673742;0;100
2004-10-17;2856.4359520703;0;100
2004-10-18;3381.36122797604;682.738116653561;92.5
2004-10-19;5614.45239866899;0;100
2004-10-20;4786.06853556071;2482.43386189369;88.0232558139535
2004-10-21;6223.68700973703;0;100
2004-10-22;5368.91590458994;4608.7574647129;80.3255813953488
2004-10-23;6489.54813252563;3575.70549336825;80.5909090909091
2004-10-24;6862.44568693832;1954.82343412788;83.75
2004-10-25;6597.72848067703;2.9768072281943;99.2954545454545
2004-10-26;5787.79994531147;0;100
2004-10-27;5147.39163284972;175.160453043986;96.3488372093023
2004-10-28;5053.03890263354;0;100
2004-10-29;4631.32019246555;858.679350090483;92.046511627907
2004-10-30;4921.30322361202;0;100
2004-10-31;4407.67028083725;0;100
2004-11-01;3975.6491711424;338.578557698131;96.3255813953488
2004-11-02;4003.93178790141;360.771185555174;94.8409090909091
2004-11-03;4234.40019153922;0;100
2004-11-04;3958.61458006406;1.23179468073321;99.6046511627907
2004-11-05;3785.79561248026;0;100
2004-11-06;3489.61162908448;78.6403037821432;98.9302325581395
2004-11-07;3264.66343362515;0;100
2004-11-08;3091.51292529091;0;100
2004-11-09;2906.1077351835;21.3758338397825;97.8095238095238
2004-11-10;3184.05503547263;467.423674562553;94.3571428571429
2004-11-11;3660.75955950565;0;100
2004-11-12;3410.67356354883;1759.85530144012;89.6666666666667
2004-11-13;4467.90721679315;1015.66853204649;92.0454545454545
2004-11-14;4485.09392388042;0;100
2004-11-15;3938.68085285335;0;100
2004-11-16;3768.36395107031;13.1493624208666;98.2380952380952
2004-11-17;3698.74455134558;3347.41193414967;84.3333333333333
2004-11-18;4943.46406924131;21453.4895444165;68.0909090909091
2004-11-19;10216.710554754;6479.5383768663;74.3863636363636
2004-11-20;10184.8389257212;2401.95147770079;82.2272727272727
2004-11-21;9341.18950706566;3257.43408008327;80.0454545454545
2004-11-22;8881.18931801254;646.534739363797;92.25
2004-11-23;7960.03602369456;0;100
2004-11-24;6829.52116205638;0;100
2004-11-25;6048.35862260344;0;100
2004-11-26;5460.8841025907;829.832920482575;91.7209302325581
2004-11-27;6011.93520680086;355.135965606984;96.2272727272727
2004-11-28;5569.11038861431;174.098533138014;97.3863636363636
2004-11-29;5154.23567760698;0;100
2004-11-30;4757.13665833971;0;100
2004-12-01;4296.45506236134;0;100
2004-12-02;4003.83581796437;10.4403871706589;98.4651162790698
2004-12-03;3827.01905575562;6.67451654833915;98.7906976744186
2004-12-04;3640.35917686466;12.1172384159453;98.3255813953488
2004-12-05;3578.79173609794;4.86027592580378;99.0232558139535
2004-12-06;3421.30280330229;0;100
2004-12-07;3195.4413017089;0.00615897340372443;100
2004-12-08;3028.13019196776;0;100
2004-12-09;2933.5839477423;0;100
2004-12-10;2779.29071403109;0.0188853188046778;100
2004-12-11;2715.8436962292;0;100
2004-12-12;2602.53966048657;0;100
2004-12-13;2500.62301317546;1.26112312551257;99.5952380952381
2004-12-14;2499.37303536903;1.29188222613483;99.5853658536585
2004-12-15;2446.74417110929;1.29188222613483;99.5853658536585
2004-12-16;2388.18720742448;62.0215021223969;96.7317073170732
2004-12-17;3087.44062449807;2673.42139756779;90.3571428571429
2004-12-18;5340.65385901617;583.134723739175;93.5116279069767
2004-12-19;4974.5133912985;0;100
2004-12-20;4407.43319281884;0;100
2004-12-21;3965.41613639622;0;100
2004-12-22;3654.34564422969;1210.59877987216;92.0476190476191
2004-12-23;4206.94875794463;3.04603530326858;99.2558139534884
2004-12-24;3782.94449873479;6204.18184684833;82.2558139534884
2004-12-25;6350.72924118349;658.151639409226;92.4772727272727
2004-12-26;5819.8958085395;0;100
2004-12-27;4978.67359423801;1972.45301098227;85.4318181818182
2004-12-28;5332.82221914969;4310.4202054065;81.0681818181818
2004-12-29;6207.43058680669;25.7748367422899;98.5
2004-12-30;5504.02762704777;1.20379934708018;99.6136363636364
2004-12-31;4864.03042541943;1410.2513326515;89.1136363636364
2005-01-01;5309.06947693153;1023.7741560166;89.1363636363636
2005-01-02;5264.42954488621;0;100
2005-01-03;4609.50373989776;0;100
2005-01-04;4203.07644853075;39.1147343092205;97.3488372093023
2005-01-05;4366.65891894515;1736.91311000583;86.9318181818182
2005-01-06;5016.67662089884;0;100
2005-01-07;4346.61579281664;0;100
2005-01-08;3999.36205685428;0;100
2005-01-09;3827.73321026022;0;100
2005-01-10;3558.90460991775;749.032228561871;93.7857142857143
2005-01-11;4002.85590074933;24.0018288611756;98.6590909090909
2005-01-12;3833.19693340063;0;100
2005-01-13;3501.53534549113;4.4347212264852;99.0238095238095
2005-01-14;3394.87871636946;0;100
2005-01-15;3086.8318152853;0;100
2005-01-16;2828.5744261429;0;100
2005-01-17;2637.93183932849;2430.50995132722;85.8095238095238
2005-01-18;4729.73348548207;3828.82684880392;81.6818181818182
2005-01-19;5808.17765333995;77.6653763551532;98.5454545454545
2005-01-20;5082.59948609644;3982.04755257292;81
2005-01-21;5881.49667999978;303.306574486336;94.5
2005-01-22;5464.70680987751;19.3804636057878;98.1363636363636
2005-01-23;4887.90898990792;2234.12061457119;87.0454545454545
2005-01-24;5159.26486152085;2.9768072281943;99.2954545454545
2005-01-25;4638.97569008364;0;100
2005-01-26;4047.84077819902;7.77915875114608;98.7045454545455
2005-01-27;3921.028318215;21.188441528622;97.8139534883721
2005-01-28;3901.51419416226;0;100
2005-01-29;3658.53723525272;0.00630561562762263;100
2005-01-30;3402.16067147821;20.5240341123944;97.8333333333333
2005-01-31;3460.15384062183;1382.10975657369;91.2619047619048
2005-02-01;4336.50905507602;332.120258195136;94.5454545454545
2005-02-02;4254.51563321004;658.361499982958;92
2005-02-03;4483.6836543599;2.9768072281943;99.2727272727273
2005-02-04;4234.69257301823;0;100
2005-02-05;3723.36737460388;0;100
2005-02-06;3316.4394306985;0;100
2005-02-07;2960.43332222;0;100
2005-02-08;2669.92480046679;0;100
2005-02-09;2464.212189836;1599.19492753654;90.4761904761905
2005-02-10;4613.96971443655;660.25334531852;91.7906976744186
2005-02-11;4766.58113042612;13825.0197983776;72.4651162790698
2005-02-12;7863.71759475399;6169.42657588992;76.7272727272727
2005-02-13;8686.25690752368;4954.7495090382;76.25
2005-02-14;8594.93800201348;3892.21338717833;77.3181818181818
2005-02-15;8249.14700101179;0;100
2005-02-16;7089.32168755759;0;100
2005-02-17;6108.66048365784;0;100
2005-02-18;5492.48601230569;2622.86610674054;86.5348837209302
2005-02-19;6426.519505396;2973.78701235317;80.0227272727273
2005-02-20;6574.62632676779;530.181623118988;94.0681818181818
2005-02-21;6106.74097069235;0;100
2005-02-22;5282.12129707828;0;100
2005-02-23;4839.77029947798;9.26301578101587;98.5581395348837
2005-02-24;4591.65697671347;2.9768072281943;99.2954545454545
2005-02-25;4347.75840939629;0;100
2005-02-26;3906.7547744313;0;100
2005-02-27;3653.10305392767;0;100
2005-02-28;3230.70064054968;0;100
2005-03-01;2952.13573143488;0;100
2005-03-02;3218.45523695815;6926.42955807927;79.6904761904762
2005-03-03;6505.89659318332;0;100
2005-03-04;5435.15368267604;866.899266477663;90.1818181818182
2005-03-05;5761.07836501319;0;100
2005-03-06;4972.99403805081;16.6559092387921;98.0909090909091
2005-03-07;4839.58896111035;21.188441528622;97.8604651162791
2005-03-08;4622.29293136372;23.5476512163409;99.3720930232558
2005-03-09;4184.58376294253;0;100
2005-03-10;3821.41194785174;0;100
2005-03-11;3382.45774582754;279.210745778171;95.0232558139535
2005-03-12;4343.62771411013;1442.81382893709;90.1627906976744
2005-03-13;4630.17297598041;0;100
2005-03-14;4110.00877283848;0;100
2005-03-15;3638.01527462109;0;100
2005-03-16;3193.26681315682;0;100
2005-03-17;2741.70521372224;0;100
2005-03-18;2624.70315770893;0;100
2005-03-19;2392.74431387389;0;100
2005-03-20;2326.71875297566;0;100
2005-03-21;2093.07577514079;0;100
2005-03-22;1937.19711833977;0;100
2005-03-23;1911.4599192639;0;100
2005-03-24;1740.05178847562;0;100
2005-03-25;2498.24311372093;0;100
2005-03-26;2584.95606977407;0;100
2005-03-27;2277.22853334908;18.2263032495345;98.0731707317073
2005-03-28;3236.38548993561;3.1185599533464;99.2380952380952
2005-03-29;3041.9236503959;0;100
2005-03-30;2557.48710663275;0;100
2005-03-31;2132.75672390038;0;100
2005-04-01;1806.01770852125;0;100
2005-04-02;1596.58305583839;0;100
2005-04-03;1422.79139554234;0;100
2005-04-04;1377.84672175669;0;100
2005-04-05;1480.47449729968;0;100
2005-04-06;1386.33447773689;0;100
2005-04-07;1470.95463829173;0;100
2005-04-08;2045.83662260314;0;100
2005-04-09;1923.75718060604;16.3712699820331;98.0487804878049
2005-04-10;3259.69422663811;0;100
2005-04-11;2665.59064047257;0;100
2005-04-12;1910.34289196381;0;100
2005-04-13;1589.92294126304;49.7673079383085;96.75
2005-04-14;3330.65277612518;0;100
2005-04-15;2864.64407615233;2.63862816190539;99.3095238095238
2005-04-16;2792.63521705544;103.420148656372;96.3571428571429
2005-04-17;3688.54461888582;0;100
2005-04-18;2685.27564598219;0;100
2005-04-19;2341.9770705873;216.331645234387;95.8571428571429
2005-04-20;5624.20075024154;0;100
2005-04-21;4638.49597322855;0;100
2005-04-22;3378.14787548772;0;100
2005-04-23;2387.48224434369;0;100
2005-04-24;1819.29812285238;0;100
2005-04-25;1476.39498862278;0;100
2005-04-26;1328.18714285763;0;100
2005-04-27;2564.75164351538;0;100
2005-04-28;1896.82530533505;0;100
2005-04-29;3377.79775191262;0;100
2005-04-30;2379.6073754253;0;100
2005-05-01;2009.89968679448;0;100
2005-05-02;1538.86337286188;0;100
2005-05-03;1530.20166623787;0;100
2005-05-04;1537.37098379841;0;100
2005-05-05;1641.04387780788;0;100
2005-05-06;1933.78062303932;0;100
2005-05-07;1913.88879856581;0;100
2005-05-08;2217.33573891261;0;100
2005-05-09;2225.08878105797;0;100
2005-05-10;1863.02781479952;0;100
2005-05-11;1589.53164345752;0;100
2005-05-12;1321.71793139389;0;100
2005-05-13;1163.98570675776;0;100
2005-05-14;1045.46996333714;0;100
2005-05-15;1011.5560459202;0;100
2005-05-16;971.427122260287;0;100
2005-05-17;972.113032552958;0;100
2005-05-18;971.114746898963;0;100
2005-05-19;940.015628454631;0;100
2005-05-20;1110.51488134549;0;100
2005-05-21;1050.0053559354;0;100
2005-05-22;1078.38214432166;0;100
2005-05-23;1133.46157810132;0;100
2005-05-24;965.767278700681;0;100
2005-05-25;930.263695022746;0;100
2005-05-26;859.098269440829;0;100
2005-05-27;799.322876336003;0;100
2005-05-28;735.574075008105;0;100
2005-05-29;686.127197908643;0;100
2005-05-30;716.831681125583;0;100
2005-05-31;904.389565581866;0;100
2005-06-01;736.952478623039;0;100
2005-06-02;711.000618723716;0;100
2005-06-03;707.695223799008;0;100
2005-06-04;5935.51446703289;0;100
2005-06-05;4809.42752581204;0;100
2005-06-06;3882.21439556968;0;100
2005-06-07;2725.26176736149;0;100
2005-06-08;2037.84401819867;0;100
2005-06-09;1166.91083575112;0;100
2005-06-10;894.339533512332;0;100
2005-06-11;823.25244767997;0;100
2005-06-12;786.187267079316;0;100
2005-06-13;1669.7893574193;0;100
2005-06-14;1076.0351691039;0;100
2005-06-15;763.646709506544;0;100
2005-06-16;725.713653573527;0;100
