datum;uitspoeling;afstroming;verhouding
1996-09-12;2102.92644795016;0;100
1996-09-13;2195.15234052895;0;100
1996-09-14;1996.04744406014;0;100
1996-09-15;1485.55978610576;0;100
1996-09-16;1190.78181604284;0;100
1996-09-17;986.284188318494;0;100
1996-09-18;849.535929616095;0;100
1996-09-19;801.224420029398;0;100
1996-09-20;785.969347351661;0;100
1996-09-21;769.000289811855;0;100
1996-09-22;748.997173841668;0;100
1996-09-23;1002.31114121909;0;100
1996-09-24;1016.12021172321;0;100
1996-09-25;911.77942016724;0;100
1996-09-26;1090.04869666801;0;100
1996-09-27;2765.6965941609;0;100
1996-09-28;3135.6574769374;0;100
1996-09-29;3093.67856903963;0;100
1996-09-30;3930.99515451494;0;100
1996-10-01;5760.70209934236;0;100
1996-10-02;4844.67575492356;0;100
1996-10-03;3816.33782307592;0;100
1996-10-04;3611.00439381277;0;100
1996-10-05;6440.64977890783;0;100
1996-10-06;6391.28127964057;0;100
1996-10-07;5111.76452252934;0;100
1996-10-08;4246.78356499635;0;100
1996-10-09;3650.70191801667;0;100
1996-10-10;3766.79796852152;0;100
1996-10-11;3252.20712266534;0;100
1996-10-12;2778.82748530163;0;100
1996-10-13;2564.52714910075;0;100
1996-10-14;2089.27996050761;0;100
1996-10-15;1885.93109960208;0;100
1996-10-16;1766.93971142014;0;100
1996-10-17;1607.17626246593;0;100
1996-10-18;1470.93062445778;0;100
1996-10-19;2027.35769660221;0;100
1996-10-20;2170.45047404728;1392.22939502575;97.6578947368421
1996-10-21;7323.50879791786;0;100
